SessionID,Time,ItemID
11534433,1411955819.411,214858856
11534433,1411955861.863,214859915
11506472,1411981429.535,214858914
11506472,1411981747.48,214859872
11506472,1411981913.712,214858914
11473308,1411967444.251,214853887
11473308,1411967452.592,214684044
11473308,1411967667.282,214636329
11407871,1411959705.736,214850630
11407871,1411959886.695,214712132
11407871,1411959921.896,214850630
11407871,1411960014.951,214850630
11407871,1411960074.109,214712132
11407871,1411960155.512,214819612
11407871,1411960186.287,214712132
11407871,1411960193.455,214850630
11407871,1411960634.375,214686864
11407871,1411960713.349,214686879
11407871,1411960780.629,214854512
11432487,1411988412.822,214855198
11432487,1411988642.784,214706216
11401446,1411965998.77,214670064
11401446,1411966172.414,214712597
11401446,1411966718.642,214670064
11367036,1411990199.447,214859859
11367036,1411991655.102,214859859
11311087,1411976190.43,214859117
11311087,1411976360.224,214858631
11311087,1411978148.236,214696532
11305304,1411985944.544,214857262
11305304,1411985989.179,214854767
11305304,1411986007.838,214854770
11305304,1411986110.351,214854767
11305304,1411986180.714,214854834
11305304,1411986873.034,214854579
11305304,1411986948.456,214819577
11305304,1411987042.636,214859917
11305304,1411987842.646,214854579
11305304,1411987996.888,214853135
11305304,1411988490.089,214854165
11305304,1411988541.968,214684942
11305304,1411988603.294,214853135
11305304,1411988636.287,214854017
11305304,1411988698.611,214853715
11305304,1411988721.322,214854017
11305304,1411988901.04,214557279
11305304,1411988971.805,214557701
11305304,1411989483.934,214854172
11305304,1411989560.922,214850790
11305304,1411989678.841,214854172
11305304,1411989744.008,214850790
11305304,1411989815.957,214854547
11305304,1411989907.405,214850790
11305304,1411989937.19,214849395
11305304,1411989996.338,214850790
11305304,1411990038.447,214851011
11305304,1411990134.184,214748321
11305304,1411990177.611,214821397
11305304,1411990241.293,214849464
11305304,1411990319.063,214821397
11305304,1411990434.5,214850790
11305304,1411990465.438,214854172
11305304,1411990476.034,214850790
11305304,1411990526.596,214850792
11305304,1411990603.276,214849460
11305304,1411990661.633,214819378
11305304,1411990719.915,214819380
11305304,1411990816.888,214819378
11305304,1411990917.851,214853353
11305304,1411991005.738,214586694
11305304,1411991058.735,214577387
11305304,1411991109.653,214854504
11305304,1411991191.17,214744775
11305304,1411991246.584,214854504
11305304,1411991311.398,214705370
11305304,1411992949.372,214850617
11305304,1411993287.346,214829771
11305304,1411993737.438,214819380
11305304,1411994094.204,214851232
11305304,1411996031.304,214835428
11305304,1411996209.366,214851097
11305304,1411996304.094,214854352
11305304,1411996536.877,214854536
11305304,1411996727.605,214854536
11280579,1411992236.192,214832604
11280579,1411992360.98,214849200
11280579,1411992388.612,214832602
11280579,1411992408.599,214560491
11280579,1411992536.746,214696612
11280579,1411992552.133,214696575
11280579,1411992559.562,214849200
11280579,1411992656.12,214832602
