SessionID,Time,ItemID
1199,1396338086.658,214840762
1199,1396338129.743,214586983
1199,1396338140.879,214840762
1199,1396338149.176,214508942
1199,1396338284.583,214695326
1199,1396338356.611,214538201
16319,1396615413.835,214821028
16319,1396615445.02,214749842
16319,1396615516.443,214826955
16319,1396615555.787,214826623
16319,1396615570.102,214826799
16319,1396615627.463,214826900
16319,1396615645.393,214840378
43006,1396426928.021,214532072
43006,1396426963.451,214532072
53004,1396425264.457,214508475
53004,1396425329.029,214533337
53004,1396425379.372,214600832
58964,1396865002.591,214840483
58964,1396865010.679,214716930
72939,1396869444.835,214687685
72939,1396869498.822,214744530
77426,1396525195.469,214582404
77426,1396525315.801,214839579
102473,1396451242.483,214572182
102473,1396451308.966,214572234
102473,1396451342.507,214572182
101952,1396574710.104,214718203
101952,1396574807.335,214821390
101952,1396575134.595,214821022
101952,1396575153.999,214821024
101952,1396575183.252,214718160
101952,1396575650.813,214718160
101952,1396575756.624,214718203
112146,1396584596.371,214716461
112146,1396586274.918,214554277
112146,1396586455.822,214716461
115214,1396771456.249,214821313
115214,1396771560.445,214821313
144632,1396779685.151,214584819
144632,1396779737.893,214537494
144632,1396779778.699,214509399
144632,1396780102.896,214659067
149542,1396311616.518,214540597
149542,1396311710.069,214774685
172958,1396608665.693,214821290
172958,1396608678.621,214821292
177141,1396636084.395,214587658
177141,1396636162.206,214536412
177141,1396636206.308,214535608
177141,1396636227.636,214587658
164282,1396766209.755,214826705
164282,1396766265.466,214826705
164282,1396766322.119,214534907
164282,1396766396.609,214511152
164282,1396766424.659,214516080
164282,1396766491.416,214534779
164282,1396766516.858,214534783
164282,1396766547.071,214534785
164282,1396766574.851,214534794
164282,1396766606.173,214534912
164282,1396766647.342,214710945
164282,1396766691.904,214534907
164282,1396766700.695,214511152
164282,1396766722.873,214516080
164282,1396766940.865,214534798
164282,1396767215.891,214550820
164282,1396767287.111,214701242
210412,1396481978.516,214821024
210412,1396482073.967,214826816
210412,1396482149.381,214826705
210412,1396482257.662,214826816
210412,1396482274.988,214826705
210412,1396482280.296,214826816
210412,1396482284.339,214826705
210412,1396482308.793,214826816
210131,1396606917.218,214819612
210131,1396607199.942,214827032
210131,1396607208.477,214827032
210131,1396607208.536,214601060
203629,1396678064.958,214517880
203629,1396678280.548,214517880
203629,1396678452.409,214517880
199416,1396865399.452,214827000
199416,1396867799.812,214827000
223256,1396784623.917,214837483
223256,1396784646.741,214837487
220396,1396503518.923,214652480
220396,1396503538.969,214821028
220396,1396503614.323,214706432
243361,1396570883.759,214691332
243361,1396570943.396,214613915
243361,1396571044.052,214684372
243361,1396571056.021,214684372
243361,1396571240.689,214691679
243361,1396571408.347,214840948
243361,1396571454.055,214842594
243361,1396571543.436,214691477
243361,1396571553.632,214691477
243361,1396571598.404,214843901
243361,1396571629.869,214843989
243361,1396571641.365,214843989
243361,1396571660.837,214843950
243361,1396571702.374,214843961
243361,1396571833.879,214843412
243361,1396572030.15,214691679
243361,1396572040.814,214691679
243361,1396572065.66,214691630
243361,1396572092.888,214691681
243361,1396572133.47,214843408
243361,1396572236.794,214691332
243361,1396573901.905,214691477
243361,1396574182.867,214840807
243361,1396574203.104,214840807
243361,1396574281.732,214840916
243361,1396574333.509,214843494
239124,1396776986.906,214743335
239124,1396777114.279,214640017
239124,1396777129.274,214716902
239124,1396777148.193,214800262
239124,1396777210.093,214717286
237878,1396482007.902,214555817
237878,1396482093.111,214821390
237878,1396482178.309,214718203
238467,1396760270.867,214710309
238467,1396760391.128,214764281
232152,1396322110.102,214738447
232152,1396322533.661,214738449
232152,1396322663.331,214718409
232152,1396322684.691,214836943
232152,1396322706.472,214537899
232152,1396322720.96,214537820
256609,1396439736.298,214839313
256609,1396439972.055,214826829
286751,1396786867.276,214553604
286751,1396786901.38,214826810
291358,1396856471.668,214826955
291358,1396856559.448,214711078
291358,1396856594.208,214711078
291358,1396856636.673,214718396
269122,1396513868.168,214510854
269122,1396514109.745,214702809
269122,1396514183.222,214510854
269122,1396514265.397,214702809
269798,1396484125.28,214601023
269798,1396484129.441,214601023
269798,1396484134.943,214601023
269798,1396484140.058,214601023
269798,1396484176.264,214601023
272971,1396575688.127,214572230
272971,1396575861.208,214586722
271016,1396340343.117,214706441
271016,1396340453.26,214835197
271016,1396340501.352,214835190
271016,1396340541.055,214716217
271016,1396340583.376,214839266
271016,1396340603.596,214674703
271016,1396340617.218,214839266
271016,1396340793.14,214835195
271016,1396340836.736,214716242
271016,1396340849.385,214716217
271016,1396340895.352,214508557
271016,1396340927.9,214706441
271016,1396340937.979,214508557
271016,1396341143.751,214536532
271016,1396341163.394,214536594
271016,1396341223.554,214577582
271016,1396341338.591,214711333
271016,1396341349.156,214716257
271016,1396341366.058,214716137
271016,1396341416.231,214705747
271016,1396341425.612,214705747
271016,1396341457.38,214839257
271016,1396341569.324,214586803
271016,1396341585.733,214674686
271016,1396341600.361,214508557
320697,1396526121.248,214601462
320697,1396526198.083,214827030
322717,1396317547.206,214718199
322717,1396318191.005,214753657
322064,1396359681.936,214708303
322064,1396359683.067,214708303
322064,1396359779.381,214708303
322064,1396359780.833,214708303
326429,1396318323.016,214820261
326429,1396318390.62,214820261
326421,1396761603.281,214826705
326421,1396761652.702,214826816
326421,1396761677.726,214826705
326421,1396761780.862,214826705
326421,1396761953.16,214826955
326421,1396762006.491,214826799
326421,1396762087.62,214826955
299706,1396605005.747,214717331
299706,1396605007.6,214587872
299706,1396605084.868,214587872
304814,1396800056.742,214700966
304814,1396800303.955,214836407
306301,1396506975.558,214820458
306301,1396506994.185,214820812
306301,1396507008.961,214820456
308411,1396535622.621,214821369
308411,1396535808.796,214829285
308411,1396535856.952,214821369
347583,1396395112.106,214561475
347583,1396395215.833,214840410
347583,1396395328.543,214840410
335099,1396504146.269,214509013
335099,1396504370.959,214842290
335099,1396504502.384,214509013
335099,1396504518.526,214509013
335099,1396504568.6,214842290
331748,1396451958.792,214710062
331748,1396452055.665,214835415
331748,1396452135.568,214820218
331748,1396452250.838,214839313
331748,1396452290.162,214827020
331748,1396452290.388,214821272
331748,1396452302.823,214827030
331748,1396452354.161,214839997
361063,1396527315.482,214532070
361063,1396527342.175,214826801
361063,1396527398.02,214826897
361063,1396527527.73,214535621
425894,1396656873.4,214557103
425894,1396656897.343,214820375
410212,1396768176.094,214537037
410212,1396768177.2,214537037
403859,1396521656.096,214821367
403859,1396521790.593,214584808
403859,1396521921.701,214510738
437602,1396525280.758,214842287
437602,1396525313.515,214842290
439411,1396676940.86,214718270
439411,1396678319.805,214716682
439411,1396678493.374,214718270
439411,1396678536.621,214716682
439411,1396678636.393,214716682
439411,1396679074.778,214537796
439411,1396679271.733,214600134
439411,1396679389.955,214840762
439411,1396679579.806,214842270
439411,1396679611.516,214716682
438907,1396743621.912,214829312
438907,1396743730.837,214686086
490397,1396773654.354,214535621
490397,1396773753.378,214535621
481813,1396772680.656,214826893
481813,1396772681.646,214826893
466892,1396523987.82,214821022
466892,1396524009.878,214718169
466892,1396524052.889,214587384
466892,1396524075.538,214587384
465423,1396354735.908,214820195
465423,1396354776.043,214820240
571372,1397363162.864,214821305
571372,1397363303.352,214551617
571372,1397363558.972,214821305
571372,1397364459.845,214829747
571372,1397364658.622,214612762
578849,1397189689.815,214561715
578849,1397189851.022,214561715
578849,1397190010.887,214561715
576742,1397041331.182,214644716
576742,1397041370.242,214560077
576742,1397041464.377,214560077
582441,1397206821.376,214833800
582441,1397206859.995,214833802
582441,1397207301.485,214833802
528686,1396953135.093,214688098
528686,1396953736.72,214688098
528686,1396953749.004,214688098
528686,1396953760.52,214552194
528686,1396953912.673,214552194
529233,1397391032.715,214829310
529233,1397391057.458,214827009
529233,1397391101.073,214827009
529233,1397391137.333,214821341
529233,1397391140.45,214821309
527764,1397349626.328,214540974
527764,1397349729.228,214695425
527764,1397349818.555,214738453
527764,1397349835.606,214714663
535349,1397471939.964,214545557
535349,1397472000.511,214837196
535349,1397472002.097,214837196
547769,1397191471.024,214820201
547769,1397191569.854,214827020
556058,1396948332.057,214840001
556058,1396948333.162,214840001
556058,1396948358.337,214839999
556058,1396948372.8,214839313
556058,1396948373.984,214839313
556058,1396948396.462,214836407
556058,1396948397.437,214836407
550931,1397091593.457,214651427
550931,1397091815.25,214827007
550931,1397091871.771,214827005
550931,1397091902.92,214827007
550931,1397091920.91,214834865
550931,1397091950.487,214684841
550931,1397091962.208,214828987
550931,1397091983.556,214827000
631107,1397381876.427,214826912
631107,1397381931.272,214760897
643291,1397130340.128,214716928
643291,1397130341.739,214716928
643291,1397130384.538,214717003
643291,1397130386.519,214717003
643291,1397130437.126,214717003
643291,1397130438.977,214717003
615232,1397188323.754,214694647
615232,1397188414.42,214746373
615232,1397188501.66,214581536
615232,1397188557.102,214668219
617668,1397451038.098,214826912
617668,1397451081.392,214828987
619124,1396923040.946,214510854
619124,1396923043.812,214672963
619124,1396923077.157,214717310
619124,1396923211.34,214702811
619124,1396923421.926,214672963
619124,1396923556.833,214537417
699696,1397106205.125,214718390
699696,1397106260.914,214718396
699696,1397106315.246,214718390
699696,1397106384.98,214743515
699696,1397106401.579,214743515
699696,1397106440.359,214718396
699696,1397106458.581,214718396
708293,1397110217.199,214687565
708293,1397110241.432,214716752
708293,1397110273.304,214738455
708293,1397110306.249,214687565
708293,1397110326.982,214828982
708293,1397110348.036,214826623
708293,1397110364.182,214826623
708293,1397110437.261,214601227
708293,1397110471.686,214706462
708293,1397110525.802,214826799
708293,1397110553.168,214827002
708293,1397110565.963,214819378
663948,1397099637.806,214530789
663948,1397099765.928,214840550
663948,1397099784.517,214826780
663948,1397099856.856,214530791
663948,1397099869.824,214530789
666418,1396908946.056,214826799
666418,1396912127.158,214826893
678822,1396924029.944,214600989
678822,1396924461.688,214575761
678822,1396924526.82,214575761
767394,1396957763.898,214746390
767394,1396957773.428,214746390
767394,1396958091.156,214746390
767394,1396958158.281,214746390
755291,1397079318.685,214546102
755291,1397079388.012,214821298
783149,1397364015.983,214821307
783149,1397364185.82,214820844
774406,1397390699.702,214551626
774406,1397390845.255,214821309
733069,1397444251.871,214564650
733069,1397444294.0,214826747
723528,1397377909.074,214827000
723528,1397377949.444,214827005
723528,1397377980.77,214828987
723528,1397378006.004,214684845
753318,1397298995.936,214827005
753318,1397299036.536,214827000
753318,1397299062.947,214826912
845431,1397003729.161,214826925
845431,1397003778.674,214827005
845431,1397003783.938,214827005
845431,1397003812.765,214827005
845431,1397003816.113,214827005
845431,1397003855.767,214827007
845431,1397003857.932,214827007
845431,1397003905.427,214827007
845431,1397003908.223,214827007
845431,1397003923.499,214834865
845431,1397003926.589,214834865
845431,1397003966.414,214834865
845431,1397003968.326,214834865
845431,1397003986.081,214827000
845431,1397003988.782,214827000
845431,1397004024.74,214834865
845431,1397004041.43,214826925
845431,1397004073.843,214826925
845431,1397004098.027,214826925
845431,1397004154.327,214827007
845431,1397004155.868,214827007
845431,1397004191.752,214827005
845431,1397004193.794,214827005
845431,1397004231.936,214827007
845431,1397004329.601,214827000
845431,1397004332.541,214827000
801304,1397045030.902,214711682
801304,1397045061.864,214651612
901217,1397363808.438,214537967
901217,1397363950.552,214828995
872097,1397083910.964,214826810
872097,1397086481.654,214844023
872097,1397086486.963,214844023
872097,1397086493.424,214844023
883298,1397459606.164,214717003
883298,1397459772.952,214716926
855804,1396955413.965,214717104
855804,1396958476.647,214717104
855837,1397377850.3,214827028
855837,1397377939.324,214832786
938719,1397045174.426,214827007
938719,1397045176.357,214827007
938719,1397045303.622,214834865
938719,1397045304.489,214834865
938719,1397045424.27,214584013
933451,1397093815.446,214834865
933451,1397093844.086,214714794
521772,1397342528.605,214712107
521772,1397343201.368,214838503
508091,1397121265.804,214537490
508091,1397121313.103,214829004
508091,1397121498.513,214820255
508091,1397121771.386,214820255
503334,1397277712.249,214630042
503334,1397277788.742,214577567
497186,1397008562.228,214555168
497186,1397009053.673,214555168
497186,1397009098.486,214820842
498968,1397017037.913,214537747
498968,1397017114.348,214537747
1133672,1398045681.292,214829321
1133672,1398045978.009,214839313
1132673,1397552951.509,214690768
1132673,1397552972.078,214691516
1155391,1397952122.032,214829310
1155391,1397954349.393,214829310
1057533,1397791351.508,214843350
1057533,1397791452.137,214840899
1057533,1397791525.014,214840899
1057533,1397791542.976,214840944
1057533,1397791557.905,214842605
1057533,1397791580.364,214842605
1048843,1397628609.955,214576787
1048843,1397630145.851,214531357
1048843,1397630283.165,214531502
1048843,1397630353.631,214531357
1048843,1397630380.165,214531357
1048843,1397630408.716,214531352
1048843,1397630494.367,214531359
1048843,1397630527.938,214531352
1048843,1397630533.399,214531352
1048843,1397631217.821,214691201
1049271,1398040917.725,214829325
1049271,1398040927.152,214829327
1049271,1398040964.538,214829327
1049271,1398041007.217,214829334
1049271,1398041044.414,214829332
1049271,1398041094.029,214829330
1050308,1397823649.882,214829085
1050308,1397823737.186,214684513
1050308,1397823810.802,214833800
1050308,1397823828.815,214829085
1050308,1397823842.095,214829085
1050308,1397824049.809,214836129
1050308,1397824219.942,214829085
1050308,1397824274.17,214829083
1073592,1397798962.683,214835589
1073592,1397799058.379,214833800
1073592,1397799183.087,214840597
1073592,1397799255.838,214640398
1076658,1398091564.611,214714880
1076658,1398091588.479,214580293
1078491,1397781426.89,214829021
1078491,1397781429.735,214829021
1069389,1397534361.148,214610105
1069389,1397534413.62,214708370
1071162,1397715042.434,214587435
1071162,1397715072.673,214587457
1081676,1397555347.569,214821305
1081676,1397555349.03,214821305
1081676,1397555426.515,214821305
1081676,1397555428.06,214821305
1081676,1397555551.846,214821341
1081676,1397555553.37,214821341
1082631,1397797705.687,214829100
1082631,1397797721.116,214829100
1082631,1397797780.151,214820803
1269432,1397602047.138,214534603
1269432,1397602216.843,214676520
1269432,1397602277.601,214534603
1265107,1397519956.788,214839718
1265107,1397519966.04,214839718
1265107,1397519979.7,214518817
1265107,1397519986.561,214518817
1265107,1397519990.641,214518817
1265107,1397520047.863,214712177
1265107,1397520059.848,214712177
1265107,1397520064.932,214712177
1265107,1397520130.255,214518836
1265107,1397521714.679,214507408
1265107,1397521836.107,214617015
1265107,1397521843.379,214617015
1276047,1398000050.545,214581575
1276047,1398000085.136,214580171
1276047,1398000092.344,214708037
1276047,1398000104.777,214718379
1295643,1397991758.939,214800272
1295643,1397991804.197,214826610
1295643,1397991857.508,214829366
1295643,1397991889.765,214821412
1295643,1397991932.063,214829390
1295643,1397991948.538,214829392
1295643,1397992014.01,214642230
1304503,1397980523.092,214831691
1304503,1397980586.315,214831691
1304503,1397980641.255,214700885
1304503,1397981064.422,214826805
1183657,1397632303.425,214677455
1183657,1397632320.737,214677491
1183657,1397632433.967,214677493
1183657,1397632491.399,214677757
1183657,1397632556.556,214545225
1183657,1397632572.521,214677757
1183657,1397632577.589,214677493
1183657,1397632582.009,214677491
1190727,1397820559.038,214586690
1190727,1397820625.23,214700990
1190727,1397820677.196,214700992
1190727,1397820756.845,214574777
1190727,1397820867.559,214586690
1190727,1397820888.478,214672942
1190727,1397820901.354,214700990
1193151,1397994230.228,214828959
1193151,1397994570.456,214828974
1204574,1397892485.285,214548744
1204574,1397892549.982,214711297
1204574,1397892640.859,214711297
1204574,1397892664.956,214827015
1204574,1397892683.167,214827015
1207054,1398076353.034,214696080
1207054,1398076466.711,214696082
1209109,1397876383.004,214544357
1209109,1397876399.437,214553604
978322,1397525881.27,214639228
978322,1397525920.239,214639297
950617,1397553204.13,214844885
950617,1397553327.409,214828995
1042914,1398058864.234,214800264
1042914,1398058907.641,214829747
1042914,1398058917.525,214828991
1042914,1398058989.444,214512420
1042914,1398059026.588,214538002
1042914,1398059085.048,214512414
1042914,1398059194.176,214829747
1033339,1398079023.537,214545879
1033339,1398079050.653,214843526
1033339,1398079080.307,214691587
1033339,1398079139.755,214685784
1033339,1398079191.336,214834880
1033339,1398079219.79,214826610
1033339,1398079452.449,214843905
1033339,1398079489.572,214691255
1018103,1397620087.828,214827005
1018103,1397620100.986,214827005
1018103,1397621048.409,214827026
1008967,1397956571.678,214706216
1008967,1397956592.121,214834989
1008967,1397956894.085,214820411
1013514,1398056897.854,214833800
1013514,1398056914.209,214840599
1013514,1398056958.978,214833800
1001791,1397901877.472,214717316
1001791,1397901946.544,214510738
1001791,1397902298.049,214585100
1001791,1397902322.658,214717318
992354,1397517976.239,214828987
992354,1397517985.058,214684841
992892,1398091695.586,214537967
992892,1398092630.706,214828995
998867,1398083602.338,214712709
998867,1398083655.127,214611770
987073,1397527940.266,214545945
987073,1397528007.148,214540590
987073,1397528367.158,214545945
984864,1398070333.171,214695399
984864,1398070356.449,214829034
984864,1398070502.785,214706445
984864,1398070718.874,214717331
984864,1398071062.367,214826953
984864,1398071159.509,214826953
984864,1398071232.114,214716909
990452,1397956422.711,214829008
990452,1397956600.293,214835743
989294,1398041248.928,214826610
989294,1398041284.828,214834880
989294,1398041696.54,214832368
989294,1398041716.433,214507492
989294,1398041752.546,214832381
988196,1397701886.995,214714880
988196,1397702375.342,214714880
1408511,1398310984.519,214826589
1408511,1398311003.405,214826589
1408511,1398311021.952,214826589
1408511,1398311673.119,214606978
1408511,1398311680.093,214685857
1408511,1398312027.529,214696455
1408511,1398312041.889,214575369
1408511,1398312051.766,214838501
1408511,1398313162.076,214678766
1408511,1398313187.952,214838634
1408511,1398313203.419,214838632
1396011,1398152384.273,214716082
1396011,1398152545.338,214839311
1396011,1398152600.07,214821399
1396011,1398152699.277,214819380
1396011,1398152717.007,214819378
1396011,1398152737.529,214705655
1396011,1398152784.658,214718117
1396011,1398152800.679,214667921
1396011,1398152814.456,214826998
1396011,1398152833.778,214698420
1396011,1398152842.349,214587317
1396011,1398152870.78,214744535
1396011,1398152882.528,214686860
1396011,1398152914.015,214705370
1396011,1398152917.49,214565473
1396011,1398152920.234,214687847
1396011,1398152937.793,214746427
1396011,1398153024.652,214826872
1396011,1398153032.293,214601233
1396011,1398153069.89,214668281
1396011,1398153104.621,214746382
1396011,1398153106.024,214746382
1396011,1398153115.428,214745323
1396011,1398153153.254,214826927
1396011,1398153190.457,214829053
1396011,1398153208.07,214826619
1396011,1398153212.13,214826615
1396011,1398153241.601,214834877
1396011,1398154174.216,214709649
1396011,1398154800.846,214828965
1382989,1398554498.935,214602356
1382989,1398554625.812,214711820
1383277,1398675764.747,214826833
1383277,1398675776.065,214826833
1383277,1398675966.392,214826833
1383277,1398676007.943,214835042
1426408,1398332031.053,214826610
1426408,1398332049.644,214826610
1426408,1398332105.495,214821294
1426408,1398332695.376,214710013
1426408,1398332801.135,214712244
1426408,1398332882.405,214820807
1422261,1398403871.354,214834880
1422261,1398404073.131,214833755
1422261,1398404120.358,214828972
1422312,1398317515.436,214835126
1422312,1398317543.831,214557607
1422312,1398317646.075,214835287
1422312,1398317806.44,214845538
1425373,1398513423.196,214829747
1425373,1398513600.493,214559672
1425373,1398513649.294,214549346
1425373,1398513671.644,214549346
1425373,1398513783.296,214557313
1417873,1398311614.174,214672841
1417873,1398311661.456,214672841
1417873,1398312077.281,214672841
1361158,1398121727.466,214757379
1361158,1398121751.565,214826610
1344247,1398580115.326,214829366
1344247,1398580334.627,214753916
1344247,1398580507.036,214829366
1344247,1398580644.921,214753916
1345703,1398637991.014,214684093
1345703,1398638289.398,214684093
1345703,1398638332.199,214684093
1539137,1398149260.922,214700882
1539137,1398149562.474,214700882
1532928,1398679255.87,214838503
1532928,1398679287.671,214838503
1470302,1398575106.753,214834875
1470302,1398575176.428,214829657
1474101,1398630529.317,214826610
